Customer ID,Customer Name,Gender,Age,City,State,Region,Membership Type,Segment
CUST00661,Riya Gupta,Female,58,Rohini,Delhi,North,Silver,Consumer
CUST00662,Neha Gupta,Female,52,Durgapur,West Bengal,East,Silver,Home Office
CUST00663,Arjun Iyer,Male,49,Asansol,West Bengal,East,Gold,Consumer
CUST00664,Divya Singh,Female,67,Saket,Delhi,North,Silver,Home Office
CUST00665,Aarav Sharma,Male,38,Bengaluru,Karnataka,South,Gold,Corporate
CUST00666,Karan Verma,Male,54,New Delhi,Delhi,North,Gold,Consumer
CUST00667,Vivaan Joshi,Male,39,Howrah,West Bengal,East,Silver,Home Office
CUST00668,Ananya Gupta,Female,30,Durgapur,West Bengal,East,Platinum,Consumer
CUST00669,Aarav Patel,Male,62,Jaipur,Rajasthan,North,Silver,Consumer
CUST00670,Karan Singh,Male,24,Saket,Delhi,North,Gold,Consumer
CUST00671,Riya Kulkarni,Female,63,New Delhi,Delhi,North,Gold,Consumer
CUST00672,Sneha Sharma,Female,54,Varanasi,Uttar Pradesh,North,Silver,Consumer
CUST00673,Priya Joshi,Female,71,Jaipur,Rajasthan,North,Silver,Consumer
CUST00674,Vivaan Verma,Male,25,Udaipur,Rajasthan,North,Silver,Consumer
CUST00675,Divya Gupta,Female,29,Noida,Uttar Pradesh,North,Silver,Consumer
CUST00676,Karan Nair,Male,40,Pune,Maharashtra,West,Platinum,Consumer
CUST00677,Priya Gupta,Female,54,Ahmedabad,Gujarat,West,Silver,Consumer
CUST00678,Amit Patel,Male,61,Siliguri,West Bengal,East,Silver,Consumer
CUST00679,Sneha Joshi,Female,22,Nagpur,Maharashtra,West,Silver,Corporate
CUST00680,Vivaan Singh,Male,52,Dwarka,Delhi,North,Silver,Home Office
CUST00681,Karan Nair,Male,65,Varanasi,Uttar Pradesh,North,Silver,Consumer
CUST00682,Aarav Gupta,Male,59,Dwarka,Delhi,North,Silver,Consumer
CUST00683,Amit Das,Male,34,Rohini,Delhi,North,Platinum,Consumer
CUST00684,Sneha Gupta,Female,24,Vadodara,Gujarat,West,Silver,Consumer
CUST00685,Divya Gupta,Female,34,Asansol,West Bengal,East,Silver,Corporate
CUST00686,Vikram Iyer,Male,20,Lucknow,Uttar Pradesh,North,Gold,Corporate
CUST00687,Aditya Nair,Male,60,Dwarka,Delhi,North,Gold,Consumer
CUST00688,Divya Patel,Female,74,Ajmer,Rajasthan,North,Silver,Consumer
CUST00689,Priya Sharma,Female,75,Pune,Maharashtra,West,Platinum,Home Office
CUST00690,Arjun Das,Male,72,Rajkot,Gujarat,West,Gold,Consumer
CUST00691,Arjun Singh,Male,47,Lucknow,Uttar Pradesh,North,Gold,Consumer
CUST00692,Aisha Iyer,Female,47,Kanpur,Uttar Pradesh,North,Gold,Consumer
CUST00693,Neha Das,Female,63,Kanpur,Uttar Pradesh,North,Gold,Consumer
CUST00694,Kavya Das,Female,20,Nagpur,Maharashtra,West,Silver,Consumer
CUST00695,Divya Kulkarni,Female,73,Belagavi,Karnataka,South,Silver,Consumer
CUST00696,Karan Sharma,Male,27,Lucknow,Uttar Pradesh,North,Silver,Consumer
CUST00697,Arjun Sharma,Male,22,New Delhi,Delhi,North,Gold,Consumer
CUST00698,Riya Iyer,Female,56,Pune,Maharashtra,West,Silver,Consumer
CUST00699,Aisha Nair,Female,24,Rohini,Delhi,North,Gold,Consumer
CUST00700,Pooja Patel,Female,61,Udaipur,Rajasthan,North,Silver,Corporate
CUST00701,Riya Iyer,Female,62,Kolkata,West Bengal,East,Silver,Corporate
CUST00702,Rohan Patel,Male,47,Durgapur,West Bengal,East,Silver,Consumer
CUST00703,Aditya Joshi,Male,35,Thane,Maharashtra,West,Silver,Consumer
CUST00704,Rahul Iyer,Male,53,Kolkata,West Bengal,East,Silver,Corporate
CUST00705,Aarav Verma,Male,61,Trichy,Tamil Nadu,South,Silver,Consumer
CUST00706,Priya Patel,Female,47,Rohini,Delhi,North,Silver,Consumer
CUST00707,Priya Iyer,Female,34,Thane,Maharashtra,West,Gold,Consumer
CUST00708,Rohan Gupta,Male,42,Vadodara,Gujarat,West,Gold,Consumer
CUST00709,Karan Patel,Male,26,Vadodara,Gujarat,West,Silver,Consumer
CUST00710,Rahul Sharma,Male,51,Karol Bagh,Delhi,North,Silver,Consumer
CUST00711,Aditya Iyer,Male,66,Vadodara,Gujarat,West,Platinum,Consumer
CUST00712,Amit Das,Male,54,Surat,Gujarat,West,Platinum,Consumer
CUST00713,Meera Nair,Female,38,Vadodara,Gujarat,West,Silver,Consumer
CUST00714,Arjun Kulkarni,Male,38,Kota,Rajasthan,North,Gold,Consumer
CUST00715,Vivaan Verma,Male,75,Belagavi,Karnataka,South,Silver,Consumer
CUST00716,Karan Joshi,Male,48,Agra,Uttar Pradesh,North,Gold,Consumer
CUST00717,Riya Verma,Female,28,Gandhinagar,Gujarat,West,Silver,Consumer
CUST00718,Aarav Joshi,Male,55,Asansol,West Bengal,East,Gold,Consumer
CUST00719,Kavya Das,Female,58,Pune,Maharashtra,West,Silver,Consumer
CUST00720,Sneha Joshi,Female,47,Mysuru,Karnataka,South,Gold,Consumer
CUST00721,Arjun Patel,Male,63,Coimbatore,Tamil Nadu,South,Silver,Consumer
CUST00722,Aarav Iyer,Male,57,Karol Bagh,Delhi,North,Silver,Consumer
CUST00723,Sneha Joshi,Female,66,Ajmer,Rajasthan,North,Silver,Corporate
CUST00724,Meera Das,Female,58,Nashik,Maharashtra,West,Gold,Consumer
CUST00725,Vivaan Singh,Male,48,Nagpur,Maharashtra,West,Silver,Consumer
CUST00726,Vikram Verma,Male,38,Bengaluru,Karnataka,South,Silver,Consumer
CUST00727,Aditya Joshi,Male,34,Salem,Tamil Nadu,South,Silver,Consumer
CUST00728,Riya Nair,Female,43,Surat,Gujarat,West,Gold,Consumer
CUST00729,Rohan Gupta,Male,57,Bengaluru,Karnataka,South,Platinum,Consumer
CUST00730,Rohan Sharma,Male,35,Asansol,West Bengal,East,Silver,Consumer
CUST00731,Aarav Iyer,Male,74,Belagavi,Karnataka,South,Platinum,Corporate
CUST00732,Aditya Singh,Male,64,Varanasi,Uttar Pradesh,North,Silver,Home Office
CUST00733,Kavya Singh,Female,68,Udaipur,Rajasthan,North,Silver,Consumer
CUST00734,Rohan Joshi,Male,64,Gandhinagar,Gujarat,West,Silver,Consumer
CUST00735,Rohan Patel,Male,61,Rajkot,Gujarat,West,Platinum,Corporate
CUST00736,Rahul Das,Male,64,Thane,Maharashtra,West,Platinum,Consumer
CUST00737,Ananya Gupta,Female,74,Agra,Uttar Pradesh,North,Platinum,Corporate
CUST00738,Vivaan Nair,Male,59,Kota,Rajasthan,North,Silver,Consumer
CUST00739,Aarav Verma,Male,59,Gandhinagar,Gujarat,West,Platinum,Consumer
CUST00740,Aisha Patel,Female,24,Durgapur,West Bengal,East,Silver,Home Office
CUST00741,Amit Das,Male,34,Mangaluru,Karnataka,South,Gold,Consumer
CUST00742,Rohan Iyer,Male,56,Trichy,Tamil Nadu,South,Gold,Consumer
CUST00743,Aditya Kulkarni,Male,61,Trichy,Tamil Nadu,South,Gold,Consumer
CUST00744,Priya Gupta,Female,51,Rohini,Delhi,North,Gold,Consumer
CUST00745,Aisha Joshi,Female,72,Lucknow,Uttar Pradesh,North,Gold,Consumer
CUST00746,Aditya Gupta,Male,57,Vadodara,Gujarat,West,Silver,Home Office
CUST00747,Ananya Gupta,Female,24,Kolkata,West Bengal,East,Silver,Consumer
CUST00748,Ananya Singh,Female,37,Varanasi,Uttar Pradesh,North,Silver,Consumer
CUST00749,Rohan Iyer,Male,65,Mumbai,Maharashtra,West,Silver,Consumer
CUST00750,Aarav Kulkarni,Male,32,Varanasi,Uttar Pradesh,North,Gold,Consumer
CUST00751,Divya Patel,Female,72,Noida,Uttar Pradesh,North,Silver,Consumer
CUST00752,Rahul Nair,Male,60,Rajkot,Gujarat,West,Gold,Home Office
CUST00753,Aarav Verma,Male,58,Thane,Maharashtra,West,Gold,Consumer
CUST00754,Vikram Gupta,Male,22,Surat,Gujarat,West,Silver,Corporate
CUST00755,Vikram Patel,Male,32,Rohini,Delhi,North,Silver,Consumer
CUST00756,Karan Nair,Male,26,Madurai,Tamil Nadu,South,Gold,Home Office
CUST00757,Riya Iyer,Female,30,Noida,Uttar Pradesh,North,Silver,Consumer
CUST00758,Priya Patel,Female,19,Asansol,West Bengal,East,Gold,Corporate
CUST00759,Rahul Verma,Male,29,Karol Bagh,Delhi,North,Gold,Consumer
CUST00760,Suresh Joshi,Male,43,Nashik,Maharashtra,West,Gold,Consumer
CUST00761,Aisha Das,Female,55,Saket,Delhi,North,Silver,Consumer
CUST00762,Suresh Patel,Male,28,Chennai,Tamil Nadu,South,Silver,Home Office
CUST00763,Riya Sharma,Female,61,Noida,Uttar Pradesh,North,Gold,Home Office
CUST00764,Arjun Kulkarni,Male,68,Rajkot,Gujarat,West,Gold,Corporate
CUST00765,Riya Verma,Female,65,Coimbatore,Tamil Nadu,South,Platinum,Consumer
CUST00766,Rohan Gupta,Male,54,Kolkata,West Bengal,East,Silver,Consumer
CUST00767,Kavya Verma,Female,68,Agra,Uttar Pradesh,North,Platinum,Consumer
CUST00768,Aarav Das,Male,25,Noida,Uttar Pradesh,North,Silver,Consumer
CUST00769,Neha Iyer,Female,58,Kota,Rajasthan,North,Gold,Consumer
CUST00770,Amit Joshi,Male,24,Ajmer,Rajasthan,North,Silver,Corporate
CUST00771,Riya Sharma,Female,71,Udaipur,Rajasthan,North,Gold,Consumer
CUST00772,Suresh Joshi,Male,72,Vadodara,Gujarat,West,Silver,Consumer
CUST00773,Arjun Verma,Male,39,Belagavi,Karnataka,South,Silver,Corporate
CUST00774,Rahul Sharma,Male,74,Ajmer,Rajasthan,North,Platinum,Corporate
CUST00775,Neha Joshi,Female,34,Madurai,Tamil Nadu,South,Silver,Consumer
CUST00776,Meera Iyer,Female,74,Thane,Maharashtra,West,Silver,Consumer
CUST00777,Sneha Patel,Female,49,Mangaluru,Karnataka,South,Gold,Consumer
CUST00778,Riya Kulkarni,Female,19,Rajkot,Gujarat,West,Gold,Corporate
CUST00779,Amit Singh,Male,27,Thane,Maharashtra,West,Gold,Consumer
CUST00780,Karan Patel,Male,38,Bengaluru,Karnataka,South,Gold,Consumer
CUST00781,Ananya Kulkarni,Female,46,Siliguri,West Bengal,East,Silver,Consumer
CUST00782,Ananya Iyer,Female,75,Thane,Maharashtra,West,Silver,Corporate
CUST00783,Amit Das,Male,34,Coimbatore,Tamil Nadu,South,Silver,Consumer
CUST00784,Riya Verma,Female,36,Karol Bagh,Delhi,North,Silver,Corporate
CUST00785,Divya Kulkarni,Female,57,Lucknow,Uttar Pradesh,North,Gold,Consumer
CUST00786,Divya Kulkarni,Female,72,Karol Bagh,Delhi,North,Silver,Consumer
CUST00787,Meera Patel,Female,21,Pune,Maharashtra,West,Gold,Corporate
CUST00788,Amit Kulkarni,Male,52,Saket,Delhi,North,Silver,Consumer
CUST00789,Pooja Verma,Female,25,Udaipur,Rajasthan,North,Silver,Corporate
CUST00790,Ananya Iyer,Female,24,Ajmer,Rajasthan,North,Gold,Consumer
CUST00791,Vivaan Iyer,Male,66,Madurai,Tamil Nadu,South,Silver,Consumer
CUST00792,Priya Gupta,Female,60,Thane,Maharashtra,West,Platinum,Corporate
CUST00793,Aditya Joshi,Male,57,New Delhi,Delhi,North,Platinum,Consumer
CUST00794,Meera Gupta,Female,62,Noida,Uttar Pradesh,North,Platinum,Home Office
CUST00795,Kavya Patel,Female,39,Siliguri,West Bengal,East,Gold,Consumer
CUST00796,Amit Iyer,Male,67,Varanasi,Uttar Pradesh,North,Silver,Consumer
CUST00797,Aisha Patel,Female,52,Dwarka,Delhi,North,Gold,Home Office
CUST00798,Divya Das,Female,27,Durgapur,West Bengal,East,Gold,Consumer
CUST00799,Aarav Sharma,Male,67,Ajmer,Rajasthan,North,Silver,Home Office
CUST00800,Meera Singh,Female,67,New Delhi,Delhi,North,Gold,Consumer
CUST00801,Aditya Nair,Male,26,Belagavi,Karnataka,South,Platinum,Home Office
CUST00802,Kavya Gupta,Female,41,Siliguri,West Bengal,East,Silver,Corporate
CUST00803,Divya Singh,Female,52,Udaipur,Rajasthan,North,Silver,Consumer
CUST00804,Karan Das,Male,22,Chennai,Tamil Nadu,South,Silver,Consumer
CUST00805,Neha Das,Female,22,Coimbatore,Tamil Nadu,South,Silver,Consumer
CUST00806,Meera Iyer,Female,67,Kota,Rajasthan,North,Silver,Consumer
CUST00807,Divya Singh,Female,32,Karol Bagh,Delhi,North,Silver,Consumer
CUST00808,Aarav Joshi,Male,71,Trichy,Tamil Nadu,South,Gold,Corporate
CUST00809,Rohan Das,Male,45,Durgapur,West Bengal,East,Silver,Consumer
CUST00810,Neha Sharma,Female,33,Kolkata,West Bengal,East,Platinum,Consumer
CUST00811,Aditya Iyer,Male,60,Jodhpur,Rajasthan,North,Gold,Home Office
CUST00812,Aditya Iyer,Male,66,Dwarka,Delhi,North,Silver,Consumer
CUST00813,Vikram Sharma,Male,62,Gandhinagar,Gujarat,West,Gold,Home Office
CUST00814,Vikram Gupta,Male,44,Vadodara,Gujarat,West,Gold,Consumer
CUST00815,Suresh Nair,Male,52,Jaipur,Rajasthan,North,Silver,Consumer
CUST00816,Ananya Gupta,Female,37,Vadodara,Gujarat,West,Silver,Corporate
CUST00817,Priya Singh,Female,20,Karol Bagh,Delhi,North,Gold,Consumer
CUST00818,Pooja Kulkarni,Female,66,Rajkot,Gujarat,West,Silver,Consumer
CUST00819,Ananya Singh,Female,61,Dwarka,Delhi,North,Silver,Consumer
CUST00820,Neha Singh,Female,36,Nashik,Maharashtra,West,Silver,Corporate
CUST00821,Kavya Joshi,Female,59,Surat,Gujarat,West,Silver,Corporate
CUST00822,Suresh Verma,Male,29,Gandhinagar,Gujarat,West,Gold,Consumer
CUST00823,Pooja Iyer,Female,48,Bengaluru,Karnataka,South,Silver,Consumer
CUST00824,Kavya Joshi,Female,25,Belagavi,Karnataka,South,Silver,Corporate
CUST00825,Pooja Patel,Female,61,Coimbatore,Tamil Nadu,South,Gold,Consumer
CUST00826,Neha Singh,Female,56,Asansol,West Bengal,East,Silver,Consumer
CUST00827,Divya Das,Female,43,Belagavi,Karnataka,South,Platinum,Consumer
CUST00828,Kavya Sharma,Female,40,Durgapur,West Bengal,East,Silver,Consumer
CUST00829,Aarav Singh,Male,67,Thane,Maharashtra,West,Gold,Corporate
CUST00830,Aditya Joshi,Male,73,Jaipur,Rajasthan,North,Silver,Corporate
CUST00831,Ananya Sharma,Female,47,Vadodara,Gujarat,West,Gold,Consumer
CUST00832,Kavya Gupta,Female,38,Jaipur,Rajasthan,North,Gold,Consumer
CUST00833,Vikram Kulkarni,Male,72,Surat,Gujarat,West,Silver,Consumer
CUST00834,Divya Das,Female,71,Mumbai,Maharashtra,West,Silver,Consumer
CUST00835,Aisha Patel,Female,35,Jaipur,Rajasthan,North,Silver,Consumer
CUST00836,Rahul Gupta,Male,44,Kanpur,Uttar Pradesh,North,Silver,Consumer
CUST00837,Kavya Verma,Female,27,Rohini,Delhi,North,Silver,Corporate
CUST00838,Ananya Gupta,Female,68,Varanasi,Uttar Pradesh,North,Silver,Corporate
CUST00839,Pooja Joshi,Female,68,Mumbai,Maharashtra,West,Gold,Corporate
CUST00840,Kavya Patel,Female,63,Surat,Gujarat,West,Silver,Consumer
CUST00841,Riya Iyer,Female,40,Mysuru,Karnataka,South,Silver,Consumer
CUST00842,Rahul Kulkarni,Male,52,Chennai,Tamil Nadu,South,Silver,Home Office
CUST00843,Riya Iyer,Female,43,Lucknow,Uttar Pradesh,North,Silver,Consumer
CUST00844,Divya Verma,Female,75,Ajmer,Rajasthan,North,Silver,Consumer
CUST00845,Amit Das,Male,54,Coimbatore,Tamil Nadu,South,Silver,Consumer
CUST00846,Rohan Nair,Male,73,Rajkot,Gujarat,West,Silver,Consumer
CUST00847,Rohan Joshi,Male,36,Coimbatore,Tamil Nadu,South,Silver,Consumer
CUST00848,Arjun Singh,Male,60,Ahmedabad,Gujarat,West,Gold,Consumer
CUST00849,Sneha Singh,Female,26,Kolkata,West Bengal,East,Silver,Consumer
CUST00850,Sneha Das,Female,33,Rohini,Delhi,North,Silver,Consumer
CUST00851,Priya Nair,Female,46,Nagpur,Maharashtra,West,Gold,Consumer
CUST00852,Sneha Iyer,Female,62,Durgapur,West Bengal,East,Silver,Consumer
CUST00853,Ananya Nair,Female,42,Mumbai,Maharashtra,West,Silver,Consumer
CUST00854,Suresh Iyer,Male,22,Kanpur,Uttar Pradesh,North,Silver,Home Office
CUST00855,Pooja Kulkarni,Female,21,Hubli,Karnataka,South,Silver,Consumer
CUST00856,Neha Patel,Female,30,Ahmedabad,Gujarat,West,Silver,Consumer
CUST00857,Vikram Iyer,Male,63,Karol Bagh,Delhi,North,Silver,Consumer
CUST00858,Riya Joshi,Female,35,Kota,Rajasthan,North,Gold,Consumer
CUST00859,Divya Patel,Female,50,Belagavi,Karnataka,South,Platinum,Consumer
CUST00860,Divya Sharma,Female,23,Mumbai,Maharashtra,West,Gold,Consumer
CUST00861,Meera Singh,Female,55,Varanasi,Uttar Pradesh,North,Gold,Corporate
CUST00862,Vivaan Joshi,Male,24,Salem,Tamil Nadu,South,Gold,Consumer
CUST00863,Suresh Gupta,Male,57,Kota,Rajasthan,North,Gold,Consumer
CUST00864,Karan Sharma,Male,38,Udaipur,Rajasthan,North,Gold,Consumer
CUST00865,Divya Patel,Female,25,Vadodara,Gujarat,West,Silver,Consumer
CUST00866,Neha Kulkarni,Female,43,New Delhi,Delhi,North,Silver,Corporate
CUST00867,Aisha Singh,Female,29,Surat,Gujarat,West,Gold,Consumer
CUST00868,Aditya Kulkarni,Male,27,Kanpur,Uttar Pradesh,North,Gold,Consumer
CUST00869,Sneha Das,Female,43,Jaipur,Rajasthan,North,Gold,Corporate
CUST00870,Priya Verma,Female,19,Varanasi,Uttar Pradesh,North,Platinum,Consumer
CUST00871,Vikram Singh,Male,74,Thane,Maharashtra,West,Gold,Consumer
CUST00872,Amit Joshi,Male,69,Udaipur,Rajasthan,North,Silver,Consumer
CUST00873,Kavya Joshi,Female,19,Lucknow,Uttar Pradesh,North,Gold,Consumer
CUST00874,Sneha Singh,Female,23,Ajmer,Rajasthan,North,Silver,Consumer
CUST00875,Vikram Joshi,Male,24,Belagavi,Karnataka,South,Silver,Consumer
CUST00876,Rahul Nair,Male,65,Noida,Uttar Pradesh,North,Platinum,Corporate
CUST00877,Amit Joshi,Male,61,Kota,Rajasthan,North,Platinum,Consumer
CUST00878,Suresh Kulkarni,Male,74,Bengaluru,Karnataka,South,Gold,Consumer
CUST00879,Aditya Joshi,Male,31,Nashik,Maharashtra,West,Gold,Consumer
CUST00880,Sneha Das,Female,57,Asansol,West Bengal,East,Silver,Corporate
CUST00881,Vivaan Verma,Male,46,Thane,Maharashtra,West,Silver,Consumer
CUST00882,Pooja Joshi,Female,23,Karol Bagh,Delhi,North,Silver,Consumer
CUST00883,Rahul Gupta,Male,51,Coimbatore,Tamil Nadu,South,Silver,Consumer
CUST00884,Rahul Kulkarni,Male,30,Surat,Gujarat,West,Platinum,Consumer
CUST00885,Suresh Gupta,Male,40,Nagpur,Maharashtra,West,Silver,Consumer
CUST00886,Aditya Iyer,Male,52,Mangaluru,Karnataka,South,Gold,Corporate
CUST00887,Riya Patel,Female,71,Vadodara,Gujarat,West,Gold,Home Office
CUST00888,Karan Nair,Male,25,Durgapur,West Bengal,East,Silver,Consumer
CUST00889,Rohan Patel,Male,70,Thane,Maharashtra,West,Gold,Corporate
CUST00890,Meera Verma,Female,32,Vadodara,Gujarat,West,Gold,Consumer
CUST00891,Vivaan Patel,Male,21,Trichy,Tamil Nadu,South,Platinum,Consumer
CUST00892,Divya Patel,Female,75,Pune,Maharashtra,West,Platinum,Consumer
CUST00893,Arjun Nair,Male,28,Agra,Uttar Pradesh,North,Silver,Consumer
CUST00894,Amit Kulkarni,Male,30,Nagpur,Maharashtra,West,Silver,Consumer
CUST00895,Aarav Joshi,Male,19,Ajmer,Rajasthan,North,Silver,Consumer
CUST00896,Divya Singh,Female,63,Belagavi,Karnataka,South,Silver,Consumer
CUST00897,Meera Nair,Female,32,Gandhinagar,Gujarat,West,Silver,Consumer
CUST00898,Aarav Gupta,Male,42,Dwarka,Delhi,North,Gold,Consumer
CUST00899,Neha Sharma,Female,37,Bengaluru,Karnataka,South,Gold,Consumer
CUST00900,Pooja Gupta,Female,69,New Delhi,Delhi,North,Silver,Consumer
CUST00901,Divya Joshi,Female,68,Nagpur,Maharashtra,West,Gold,Consumer
CUST00902,Aarav Nair,Male,58,Gandhinagar,Gujarat,West,Gold,Consumer
CUST00903,Pooja Iyer,Female,35,Nashik,Maharashtra,West,Silver,Corporate
CUST00904,Neha Sharma,Female,71,Dwarka,Delhi,North,Silver,Consumer
CUST00905,Pooja Iyer,Female,18,Nagpur,Maharashtra,West,Gold,Consumer
CUST00906,Divya Das,Female,33,Udaipur,Rajasthan,North,Silver,Consumer
CUST00907,Ananya Sharma,Female,46,Lucknow,Uttar Pradesh,North,Silver,Consumer
CUST00908,Arjun Sharma,Male,36,Hubli,Karnataka,South,Gold,Consumer
CUST00909,Arjun Joshi,Male,19,Ahmedabad,Gujarat,West,Platinum,Consumer
CUST00910,Arjun Patel,Male,68,Jaipur,Rajasthan,North,Platinum,Home Office
CUST00911,Neha Joshi,Female,33,Siliguri,West Bengal,East,Silver,Home Office
CUST00912,Ananya Gupta,Female,60,Coimbatore,Tamil Nadu,South,Gold,Consumer
CUST00913,Vikram Iyer,Male,21,Bengaluru,Karnataka,South,Gold,Consumer
CUST00914,Aisha Iyer,Female,39,Varanasi,Uttar Pradesh,North,Gold,Corporate
CUST00915,Kavya Iyer,Female,67,Ahmedabad,Gujarat,West,Platinum,Consumer
CUST00916,Vivaan Patel,Male,62,Ajmer,Rajasthan,North,Silver,Consumer
CUST00917,Divya Patel,Female,47,Hubli,Karnataka,South,Gold,Home Office
CUST00918,Rahul Patel,Male,74,Vadodara,Gujarat,West,Gold,Corporate
CUST00919,Arjun Patel,Male,42,Ajmer,Rajasthan,North,Gold,Consumer
CUST00920,Divya Iyer,Female,37,Agra,Uttar Pradesh,North,Gold,Consumer
CUST00921,Kavya Nair,Female,19,Mangaluru,Karnataka,South,Silver,Consumer
CUST00922,Sneha Sharma,Female,39,Pune,Maharashtra,West,Gold,Corporate
CUST00923,Aisha Sharma,Female,42,Noida,Uttar Pradesh,North,Silver,Corporate
CUST00924,Rohan Singh,Male,49,Nashik,Maharashtra,West,Silver,Consumer
CUST00925,Neha Sharma,Female,47,Trichy,Tamil Nadu,South,Gold,Consumer
CUST00926,Meera Joshi,Female,25,Howrah,West Bengal,East,Silver,Home Office
CUST00927,Vikram Das,Male,51,Ajmer,Rajasthan,North,Silver,Consumer
CUST00928,Meera Kulkarni,Female,63,Thane,Maharashtra,West,Silver,Consumer
CUST00929,Aisha Joshi,Female,40,Salem,Tamil Nadu,South,Silver,Consumer
CUST00930,Karan Kulkarni,Male,25,Kanpur,Uttar Pradesh,North,Gold,Consumer
CUST00931,Sneha Sharma,Female,42,Madurai,Tamil Nadu,South,Gold,Consumer
CUST00932,Suresh Verma,Male,50,Rajkot,Gujarat,West,Silver,Consumer
CUST00933,Divya Sharma,Female,51,Coimbatore,Tamil Nadu,South,Silver,Consumer
CUST00934,Vikram Nair,Male,28,New Delhi,Delhi,North,Silver,Consumer
CUST00935,Ananya Joshi,Female,42,Thane,Maharashtra,West,Platinum,Corporate
CUST00936,Aditya Sharma,Male,21,Nashik,Maharashtra,West,Silver,Consumer
CUST00937,Aditya Iyer,Male,40,Jodhpur,Rajasthan,North,Silver,Consumer
CUST00938,Vikram Iyer,Male,55,Lucknow,Uttar Pradesh,North,Platinum,Consumer
CUST00939,Divya Joshi,Female,61,Surat,Gujarat,West,Silver,Consumer
CUST00940,Neha Joshi,Female,67,Jodhpur,Rajasthan,North,Gold,Consumer
CUST00941,Arjun Nair,Male,56,Pune,Maharashtra,West,Silver,Consumer
CUST00942,Meera Iyer,Female,20,Gandhinagar,Gujarat,West,Gold,Home Office
CUST00943,Suresh Iyer,Male,35,Pune,Maharashtra,West,Silver,Consumer
CUST00944,Rahul Verma,Male,22,Lucknow,Uttar Pradesh,North,Platinum,Consumer
CUST00945,Rahul Singh,Male,20,Belagavi,Karnataka,South,Silver,Consumer
CUST00946,Aisha Kulkarni,Female,63,Lucknow,Uttar Pradesh,North,Silver,Consumer
CUST00947,Meera Iyer,Female,69,Noida,Uttar Pradesh,North,Platinum,Consumer
CUST00948,Vikram Nair,Male,24,Agra,Uttar Pradesh,North,Silver,Consumer
CUST00949,Aisha Gupta,Female,42,Varanasi,Uttar Pradesh,North,Silver,Consumer
CUST00950,Kavya Singh,Female,19,Mumbai,Maharashtra,West,Platinum,Consumer
CUST00951,Vivaan Verma,Male,39,Udaipur,Rajasthan,North,Gold,Consumer
CUST00952,Divya Sharma,Female,75,Saket,Delhi,North,Gold,Consumer
CUST00953,Pooja Das,Female,38,Udaipur,Rajasthan,North,Silver,Consumer
CUST00954,Rahul Kulkarni,Male,59,Durgapur,West Bengal,East,Silver,Consumer
CUST00955,Sneha Joshi,Female,75,Mysuru,Karnataka,South,Platinum,Home Office
CUST00956,Aisha Joshi,Female,26,Ahmedabad,Gujarat,West,Silver,Consumer
CUST00957,Rohan Verma,Male,71,Karol Bagh,Delhi,North,Gold,Corporate
CUST00958,Ananya Sharma,Female,72,Ahmedabad,Gujarat,West,Silver,Consumer
CUST00959,Divya Gupta,Female,20,Belagavi,Karnataka,South,Silver,Consumer
CUST00960,Divya Das,Female,29,Asansol,West Bengal,East,Gold,Consumer
CUST00961,Suresh Sharma,Male,34,Trichy,Tamil Nadu,South,Gold,Consumer
CUST00962,Rahul Singh,Male,51,Rajkot,Gujarat,West,Silver,Consumer
CUST00963,Pooja Joshi,Female,66,Chennai,Tamil Nadu,South,Silver,Home Office
CUST00964,Rohan Patel,Male,28,Hubli,Karnataka,South,Silver,Consumer
CUST00965,Pooja Kulkarni,Female,66,Kota,Rajasthan,North,Silver,Corporate
CUST00966,Rohan Gupta,Male,24,Noida,Uttar Pradesh,North,Gold,Consumer
CUST00967,Neha Gupta,Female,29,Coimbatore,Tamil Nadu,South,Silver,Corporate
CUST00968,Vivaan Verma,Male,72,Rajkot,Gujarat,West,Gold,Consumer
CUST00969,Riya Das,Female,46,Hubli,Karnataka,South,Platinum,Home Office
CUST00970,Karan Das,Male,44,Thane,Maharashtra,West,Platinum,Consumer
CUST00971,Kavya Sharma,Female,63,Coimbatore,Tamil Nadu,South,Silver,Consumer
CUST00972,Vivaan Sharma,Male,41,Ahmedabad,Gujarat,West,Silver,Consumer
CUST00973,Aarav Verma,Male,47,Dwarka,Delhi,North,Gold,Consumer
CUST00974,Ananya Das,Female,18,Jaipur,Rajasthan,North,Silver,Home Office
CUST00975,Ananya Gupta,Female,69,Durgapur,West Bengal,East,Gold,Consumer
CUST00976,Rahul Patel,Male,39,Agra,Uttar Pradesh,North,Gold,Consumer
CUST00977,Arjun Kulkarni,Male,27,Durgapur,West Bengal,East,Gold,Consumer
CUST00978,Aditya Joshi,Male,53,Nashik,Maharashtra,West,Silver,Consumer
CUST00979,Amit Gupta,Male,69,Udaipur,Rajasthan,North,Silver,Consumer
CUST00980,Kavya Das,Female,46,Madurai,Tamil Nadu,South,Silver,Consumer
CUST00981,Amit Verma,Male,38,Karol Bagh,Delhi,North,Silver,Consumer
CUST00982,Neha Patel,Female,42,Jodhpur,Rajasthan,North,Silver,Consumer
CUST00983,Suresh Verma,Male,36,Surat,Gujarat,West,Gold,Consumer
